Date,Close,High,Low,Open,Volume
1975-06-12,6.8412556648254395,6.953407397035693,6.8412556648254395,0.0,680800
1975-06-13,6.9253692626953125,7.037520991645844,6.9253692626953125,0.0,434400
1975-06-16,6.8412556648254395,6.953407397035693,6.8412556648254395,0.0,195800
1975-06-17,6.701065540313721,6.8132172648377995,6.701065540313721,0.0,278800
1975-06-18,6.897331237792969,7.0094829652367565,6.897331237792969,0.0,178200
1975-06-19,7.009479999542236,7.121631679534912,7.009479999542236,0.0,190400
1975-06-20,7.037517547607422,7.1496692216728785,7.037517547607422,0.0,304800
1975-06-23,6.981446743011475,7.09359849791929,6.981446743011475,0.0,119400
1975-06-24,6.8412556648254395,6.953407397035693,6.8412556648254395,0.0,240000
1975-06-25,6.7851786613464355,6.897330374757121,6.7851786613464355,0.0,158400
1975-06-26,6.729104518890381,6.841256260871887,6.729104518890381,0.0,121200
1975-06-27,6.701065540313721,6.8132172648377995,6.701065540313721,0.0,88000
1975-06-30,6.8412556648254395,6.953407397035693,6.8412556648254395,0.0,123200
1975-07-01,6.757140159606934,6.869291863500824,6.757140159606934,0.0,87200
1975-07-02,6.701065540313721,6.8132172648377995,6.701065540313721,0.0,139400
1975-07-03,6.981446743011475,7.09359849791929,6.981446743011475,0.0,158600
1975-07-07,6.813215255737305,6.9253669471897705,6.813215255737305,0.0,112400
1975-07-08,6.7851786613464355,6.897330374757121,6.7851786613464355,0.0,144000
1975-07-09,6.953405857086182,7.0655575644585396,6.953405857086182,0.0,223000
1975-07-10,6.9253692626953125,7.037520991645844,6.9253692626953125,0.0,227600
1975-07-11,7.17771053314209,7.289862260222435,7.17771053314209,0.0,293400
1975-07-14,7.542205333709717,7.654357085883839,7.542205333709717,0.0,371800
1975-07-15,7.514165878295898,7.626317607822703,7.514165878295898,0.0,281600
1975-07-16,7.486125469207764,7.598277161630352,7.486125469207764,0.0,364600
1975-07-17,7.5982770919799805,7.710428783374518,7.5982770919799805,0.0,222000
1975-07-18,7.962770462036133,8.07492215868453,7.962770462036133,0.0,351000
1975-07-21,7.87865686416626,7.990808563300299,7.87865686416626,0.0,204800
1975-07-22,7.5982770919799805,7.710428783374518,7.5982770919799805,0.0,234000
1975-07-23,7.458084583282471,7.57023623115138,7.458084583282471,0.0,176800
1975-07-24,7.3459343910217285,7.458086061113663,7.3459343910217285,0.0,143400
1975-07-25,7.1496686935424805,7.261820359323539,7.1496686935424805,0.0,102600
1975-07-28,7.12162971496582,7.2337813640204,7.12162971496582,0.0,96000
